objectid,duplicate objectid,images,parentid,title,scope note,creator,date,description,paratext_type,tag,source,publisher,gcd_id,gcd_link,type,format,language,image_source,image_source_link,rights,rightsstatement,display_template,object_location,image_small,image_thumb,note,prefix
cbp_0041,FALSE,TRUE,cbp_0039,Note: Daredevil #36 (January 1968). Marvel Comics. Detail.,Detail,"Lee, Stan",1968-01,Note referring to events in Fantastic Four #40. ,note,,Daredevil #36 (January 1968). Marvel Comics.,Marvel,21592,<a href='https://www.comics.org/issue/21592/'>21592</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0041.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0041_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0041_th.jpg,,
cbp_0042,FALSE,TRUE,cbp_0039,Note: Daredevil #36 (January 1968). Marvel Comics. Detail.,Detail,"Lee, Stan",1968-01,Note referring to events in Fantastic Four #40. ,note,,Daredevil #36 (January 1968). Marvel Comics.,Marvel,21592,<a href='https://www.comics.org/issue/21592/'>21592</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0042.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0042_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0042_th.jpg,,
cbp_0043,FALSE,TRUE,,Publisher’s peritext: “Marvel Bullpen Bulletins.” Daredevil #36 (January 1968). Marvel Comics. ,,,1968-01,News items; Stan’s Soapbox; The Mighty Marvel Checklist; Merry Marvel Marching Society members,publisher’s peritext,fandom;news,“Marvel Bullpen Bulletins.” Daredevil #36 (January 1968). Marvel Comics.,Marvel,21592,<a href='https://www.comics.org/issue/21592/'>21592</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0043.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0043_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0043_th.jpg,,
cbp_0044,FALSE,TRUE,,Cover;table of contents: Superman’s Pal Jimmy Olsen #122 (August-September 1969). DC Comics. ,,,1969-08,"Tables of contents listing stories for issue. The interior includes a traditional table of contents, but the cover also functions as an illustrated table of contents with details about four of the seven stories listed in the interior table.",cover;table of contents,,Superman’s Pal Jimmy Olsen #122 (August-September 1969). DC Comics.,DC,22984,<a href='https://www.comics.org/issue/22984/'>22984</a>,Image;StillImage,image/jpeg,eng,private collection,,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0046.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0046_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0046_th.jpg,,
cbp_0045,FALSE,TRUE,cbp_0044,Table of contents: Superman’s Pal Jimmy Olsen #122 (August-September 1969). DC Comics. ,,,1969-08,"Tables of contents listing stories for issue. The interior includes a traditional table of contents, but the cover also functions as an illustrated table of contents with details about four of the seven stories listed in the interior table.",table of contents,,Superman’s Pal Jimmy Olsen #122 (August-September 1969). DC Comics.,DC,22984,<a href='https://www.comics.org/issue/22984/'>22984</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0045.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0045_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0045_th.jpg,,
cbp_0046,FALSE,TRUE,cbp_0044,Cover;table of contents: Superman’s Pal Jimmy Olsen #122 (August-September 1969). DC Comics. ,,,1969-08,"Tables of contents listing stories for issue. The interior includes a traditional table of contents, but the cover also functions as an illustrated table of contents with details about four of the seven stories listed in the interior table.",cover;table of contents,,Superman’s Pal Jimmy Olsen #122 (August-September 1969). DC Comics.,DC,22984,<a href='https://www.comics.org/issue/22984/'>22984</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0046.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0046_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0046_th.jpg,,
cbp_0047,FALSE,TRUE,,"Correspondence: ""Let’s Level with Daredevil.” Daredevil #36 (January 1968). Marvel comics. ",,,1968-01,“Let’s Level with Daredevil” fan mail column.,correspondence,fandom;reader-contributed content,"""Let’s Level with Daredevil.” Daredevil #36 (January 1968). Marvel comics.",Marvel,21592,<a href='https://www.comics.org/issue/21592/'>21592</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0047.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0047_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0047_th.jpg,,
cbp_0048,FALSE,TRUE,,Publisher’s peritext: “Marvel Bullpen Bulletins.” Marvel Spotlight #20 (February 1975). Marvel Comics. ,,,1975-02,Stan Lee’s Soapbox; news items; advertisement,publisher’s peritext,,“Marvel Bullpen Bulletins.” Marvel Spotlight #20 (February 1975). Marvel Comics.,Marvel,28259,<a href='https://www.comics.org/issue/28259/'>28259</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0048.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0048_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0048_th.jpg,,
cbp_0049,FALSE,TRUE,,Advertisement: “Bullseye is finally here.” E-Man #9 (July 1975). Charlton Publications. ,,,1975-07,"“Bullseye is finally here,” advertisement for The Charlton Bullseye prozine with mail-in form for subscriptions to Charlton comics.",advertisement,house ad,“Bullseye is finally here.” E-Man #9 (July 1975). Charlton Publications.,Charlton,28724,<a href='https://www.comics.org/issue/28724/'>28724</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0049.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0049_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0049_th.jpg,,
cbp_0050,FALSE,TRUE,,Correspondence: “E-Mail.” E-Man #9 (July 1975). Charlton Publications. ,,,1975-07,“E-Mail” fan mail column.,correspondence,fandom;reader-contributed content,“E-Mail.” E-Man #9 (July 1975). Charlton Publications.,Charlton,28724,<a href='https://www.comics.org/issue/28724/'>28724</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0050.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0050_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0050_th.jpg,,
cbp_0051,FALSE,TRUE,,Contents from Gérard Genette’s Paratexts: Thresholds of interpretation.,,"Genette, Gérard",1997,"The “Contents” from Gérard Genette’s <cite>Paratexts</cite>, which serves also as a taxonomy of paratexts, listing the various types of paratexts identified by Genette.",table of contents,,"Genette, G. (1997). Contents. In J. E. Lewin (Trans.), <cite>Paratexts: Thresholds of Interpretation</cite> (pp. vii-x). Cambridge UP.",Cambridge UP,,,Text,application/pdf,eng,private collection,,,,pdf,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0051.pdf,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0051_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0051_th.jpg,,
cbp_0052,FALSE,TRUE,,Advertisement: “Honor House Products.” Dennis the Menace and His Friends Series #10 (June 1971). Fawcett Publications. ,,,1971-06,Advertisement for Honor House Products Corporation novelties.,advertisement,,“Honor House Products.” Dennis the Menace and His Friends Series #10 (June 1971). Fawcett Publications.,Fawcett,132473,<a href='https://www.comics.org/issue/132473/'>132473</a>,Image;StillImage,image/jpeg,eng,private collection,,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0054.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0054_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0054_th.jpg,,
cbp_0053,FALSE,TRUE,cbp_0052,Advertisement: “Honor House Products.” Dennis the Menace and His Friends Series #10 (June 1971). Fawcett Publications. Full page.,Full page,,1971-06,Advertisement for Honor House Products Corporation novelties.,advertisement,,“Honor House Products.” Dennis the Menace and His Friends Series #10 (June 1971). Fawcett Publications.,Fawcett,132473,<a href='https://www.comics.org/issue/132473/'>132473</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0053.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0053_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0053_th.jpg,,
cbp_0054,FALSE,TRUE,cbp_0052,Advertisement: “Honor House Products.” Dennis the Menace and His Friends Series #10 (June 1971). Fawcett Publications. Detail.,Detail,,1971-06,Advertisement for Honor House Products Corporation novelties.,advertisement,,“Honor House Products.” Dennis the Menace and His Friends Series #10 (June 1971). Fawcett Publications.,Fawcett,132473,<a href='https://www.comics.org/issue/132473/'>132473</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0054.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0054_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0054_th.jpg,,
cbp_0055,FALSE,TRUE,,Advertisement: “Johnson Smith Co.” Little Dot Dotland #57 (April 1973). Harvey Publications. ,,,1973-04,Advertisement for Johnson Smith Company novelties.,advertisement,,“Johnson Smith Co.” Little Dot Dotland #57 (April 1973). Harvey Publications.,Harvey,221136,<a href='https://www.comics.org/issue/221136/'>221136</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0055.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0055_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0055_th.jpg,,
cbp_0056,FALSE,TRUE,,Advertisement: “Josie and Fruit Pies in ‘Poor Dumb Thing.’” Pep #325 (May 1977). Archie Comics ,,,1977-05,Advertisement for Hostess fruit pies,advertisement,comics,“Josie and Fruit Pies in ‘Poor Dumb Thing.’” Pep #325 (May 1977). Archie Comics,Archie,172827,<a href='https://www.comics.org/issue/172827/'>172827</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0056.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0056_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0056_th.jpg,,
cbp_0057,FALSE,TRUE,,Publisher’s peritext: “Archie Club News.” Pep #325 (May 1977). Archie Comics. ,,,1977-05,"Fan club news, with letters from members and a from to enroll in the club.",publisher’s peritext,fandom,“Archie Club News.” Pep #325 (May 1977). Archie Comics.,Archie,172827,<a href='https://www.comics.org/issue/172827/'>172827</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0057.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0057_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0057_th.jpg,,
cbp_0058,FALSE,TRUE,,Advertisement: “Sea-Monkeys.” Pep #325 (May 1977). Archie Comics. ,,,1977-05,Advertisement for “Sea-Monkeys.”,advertisement,,“Sea-Monkeys.” Pep #325 (May 1977). Archie Comics.,Archie,172827,<a href='https://www.comics.org/issue/172827/'>172827</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0058.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0058_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0058_th.jpg,,
cbp_0059,FALSE,TRUE,,Advertisement: “Merry Marvel Marching Society.” Daredevil #36 (January 1968). Marvel Comics. ,,,1968-01,Advertisement for Merry Marvel Marching Society Fan Club,advertisement,fandom,“Merry Marvel Marching Society.” Daredevil #36 (January 1968). Marvel Comics.,Marvel,21592,<a href='https://www.comics.org/issue/21592/'>21592</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0059.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0059_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0059_th.jpg,,
cbp_0060,FALSE,TRUE,,Name of author: Credits. Fantastic Four #31 (October 1964). Marvel Comics. ,,,1964-10,Credits with names and roles of creators.,name of author,,Credits. Fantastic Four #31 (October 1964). Marvel Comics.,Marvel,18694,<a href='https://www.comics.org/issue/18694/'>18694</a>,Image;StillImage,image/jpeg,eng,private collection,,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0062.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0062_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0062_th.jpg,,
cbp_0061,FALSE,TRUE,cbp_0060,Name of author: Credits. Fantastic Four #31 (October 1964). Marvel Comics. Full page.,Full page,,1964-10,Credits with names and roles of creators.,name of author,,Credits. Fantastic Four #31 (October 1964). Marvel Comics.,Marvel,18694,<a href='https://www.comics.org/issue/18694/'>18694</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0061.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0061_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0061_th.jpg,,
cbp_0062,FALSE,TRUE,cbp_0060,Name of author: Credits. Fantastic Four #31 (October 1964). Marvel Comics. Detail.,Detail,,1964-10,Credits with names and roles of creators.,name of author,,Credits. Fantastic Four #31 (October 1964). Marvel Comics.,Marvel,18694,<a href='https://www.comics.org/issue/18694/'>18694</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0062.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0062_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0062_th.jpg,,
cbp_0063,FALSE,TRUE,,Documentary paratext: “A Marvel Masterwork Pin-Up.” Fantastic Four #34 (January 1965). Marvel Comics. ,,,1965-01,“Pin-up” illustration following main feature.,documentary paratext,,“A Marvel Masterwork Pin-Up.” Fantastic Four #34 (January 1965). Marvel Comics.,Marvel,18902,<a href='https://www.comics.org/issue/18902/'>18902</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0063.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0063_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0063_th.jpg,,
cbp_0064,FALSE,TRUE,,Name of author: Credits. Fantastic Four #54 (December 1966). Marvel Comics. ,,,1966-12,Credits with names and roles of creators.,name of author,,Credits. Fantastic Four #54 (December 1966). Marvel Comics.,Marvel,20598,<a href='https://www.comics.org/issue/20598/'>20598</a>,Image;StillImage,image/jpeg,eng,private collection,,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0066.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0066_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0066_th.jpg,,
cbp_0065,FALSE,TRUE,cbp_0064,Name of author: Credits. Fantastic Four #54 (December 1966). Marvel Comics. Full page.,Full page,,1966-12,Credits with names and roles of creators.,name of author,,Credits. Fantastic Four #54 (December 1966). Marvel Comics.,Marvel,20598,<a href='https://www.comics.org/issue/20598/'>20598</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0065.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0065_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0065_th.jpg,,
cbp_0066,FALSE,TRUE,cbp_0064,Name of author: Credits. Fantastic Four #54 (December 1966). Marvel Comics. Detail.,Detail,,1966-12,Credits with names and roles of creators.,name of author,,Credits. Fantastic Four #54 (December 1966). Marvel Comics.,Marvel,20598,<a href='https://www.comics.org/issue/20598/'>20598</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0066.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0066_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0066_th.jpg,,
cbp_0067,FALSE,TRUE,,Dedication: Dedication. Strange Tales #181 (August 1975). Marvel Comics. ,,,1975-08,"Dedication to Steve Ditko: “This story is dedicated to Steve Ditko, who gave us all a different reality.”",dedication,,Dedication. Strange Tales #181 (August 1975). Marvel Comics.,Marvel,28913,<a href='https://www.comics.org/issue/28913/'>28913</a>,Image;StillImage,image/jpeg,eng,private collection,,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0069.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0069_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0069_th.jpg,,
cbp_0068,FALSE,TRUE,cbp_0067,Dedication: Dedication. Strange Tales #181 (August 1975). Marvel Comics. Full page.,Full page,,1975-08,"Dedication to Steve Ditko: “This story is dedicated to Steve Ditko, who gave us all a different reality.”",dedication,,Dedication. Strange Tales #181 (August 1975). Marvel Comics.,Marvel,28913,<a href='https://www.comics.org/issue/28913/'>28913</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0068.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0068_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0068_th.jpg,,
cbp_0069,FALSE,TRUE,cbp_0067,Dedication: Dedication. Strange Tales #181 (August 1975). Marvel Comics. Detail.,Detail,,1975-08,"Dedication to Steve Ditko: “This story is dedicated to Steve Ditko, who gave us all a different reality.”",dedication,,Dedication. Strange Tales #181 (August 1975). Marvel Comics.,Marvel,28913,<a href='https://www.comics.org/issue/28913/'>28913</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0069.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0069_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0069_th.jpg,,
cbp_0070,FALSE,TRUE,,Table of contents: Table of Contents. Savage Sword of Conan #14 (September 1976). Marvel Comics. ,,,1976-09,Table of Contents,table of contents,,Table of Contents. Savage Sword of Conan #14 (September 1976). Marvel Comics.,Marvel,30228,<a href='https://www.comics.org/issue/30228/'>30228</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0070.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0070_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0070_th.jpg,,
cbp_0071,FALSE,TRUE,,"Documentary paratext: “The Hyperborian Age of Conan Circa 10,000 B.C.: From a map prepared by Robert E. Howard.” Savage Sword of Conan #14 (September 1976). Marvel Comics. ",,,1976-09,"“The Hyperborian Age of Conan Circa 10,000 B.C.: From a map prepared by Robert E. Howard.”",documentary paratext,maps;reference,"“The Hyperborian Age of Conan Circa 10,000 B.C.: From a map prepared by Robert E. Howard.” Savage Sword of Conan #14 (September 1976). Marvel Comics.",Marvel,30228,<a href='https://www.comics.org/issue/30228/'>30228</a>,Image;StillImage,image/jpeg,eng,private collection,,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0071.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0071_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0071_th.jpg,,
